Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
"University at Buffalo, The State University of New York",196088,2007,Football Bowl Subdivision,Mid-American Conference,1153918.119,1012283.879,38773.78975,2040857.169,1225275.722,966513.7566,12979686.83,8132719.705
"University at Buffalo, The State University of New York",196088,2008,Football Bowl Subdivision,Mid-American Conference,1013095.112,958842.7665,184531.5414,1425474.002,1348156.115,910236.5983,12191939.2,8244796.184
"University at Buffalo, The State University of New York",196088,2009,Football Bowl Subdivision,Mid-American Conference,1396211.311,1033293.133,372079.7314,1040494.792,1436964.928,1576495.087,15845327.85,8597778.241
"University at Buffalo, The State University of New York",196088,2010,Football Bowl Subdivision,Mid-American Conference,1291442.862,1059719.835,867946.844,616834.5367,1504259.679,1304913.047,14654590.42,8829887.287
"University at Buffalo, The State University of New York",196088,2011,Football Bowl Subdivision,Mid-American Conference,1349449.69,1084668.34,442325.5014,468111.2155,1729902.594,1143927.964,14899364.42,9059774.026
"University at Buffalo, The State University of New York",196088,2012,Football Bowl Subdivision,Mid-American Conference,1232345.79,1061741.2,1489052.463,1434042.36,1885320.218,1194853.248,13865823.94,8814059.085
"University at Buffalo, The State University of New York",196088,2013,Football Bowl Subdivision,Mid-American Conference,1023095.706,968635.3601,436410.4623,1521490.086,2637200.599,1049620.406,15706686.01,8835404.583
"University at Buffalo, The State University of New York",196088,2014,Football Bowl Subdivision,Mid-American Conference,956061.1317,867693.9553,656223.8571,1355249.438,2738621.569,1405673.282,17284604.4,8930438.449
"University at Buffalo, The State University of New York",196088,2015,Football Bowl Subdivision,Mid-American Conference,1514095.063,1290615.093,1155787.422,523590.9425,2861865.103,1202254.344,17383247.68,9209251.634
"University at Buffalo, The State University of New York",196088,2016,Football Bowl Subdivision,Mid-American Conference,932695.242,1165410.216,2063404.23,1468709.514,3373114.616,1193895.847,17325163.77,9429956.188
"University at Buffalo, The State University of New York",196088,2017,Football Bowl Subdivision,Mid-American Conference,975515.5542,977039.1555,2062584.486,1311902.012,4384746.074,1125314.175,17576315.17,9483627.197
"University at Buffalo, The State University of New York",196088,2018,Football Bowl Subdivision,Mid-American Conference,802219.605,706848.5848,1983884.603,1802146.596,3965610.959,1068260.143,22241928.38,9516617.225
"University at Buffalo, The State University of New York",196088,2019,Football Bowl Subdivision,Mid-American Conference,1684523.807,556323.089,5265546.449,1381332.259,3657627.107,1474634.192,22568746.02,9956395.913
"University at Buffalo, The State University of New York",196088,2020,Football Bowl Subdivision,Mid-American Conference,652240,548470,689316,1617000,2568983,1266221,22135825,9290960
"University at Buffalo, The State University of New York",196088,2021,Football Bowl Subdivision,Mid-American Conference,825685,523387,348024,38000,2668070,5472,22711335,9148722
University of Akron,200800,2005,Football Bowl Subdivision,Mid-American Conference,1069550.647,180318.1076,599159.502,961472.1643,1646634.059,512045.2205,16824.10631,13596601.29
University of Akron,200800,2006,Football Bowl Subdivision,Mid-American Conference,1489876.742,0,979810.2269,778648.1216,1253812.2,799356.4385,5417.798966,14337828.8
University of Akron,200800,2007,Football Bowl Subdivision,Mid-American Conference,1317861.985,182865.7953,614803.5413,1127901.247,1338889.679,948294.5815,11963.04288,16062199.99
University of Akron,200800,2008,Football Bowl Subdivision,Mid-American Conference,1503581.656,423914.0648,886392.1083,1029582.863,1100336.182,944006.6758,665920.7322,15939553.5
University of Akron,200800,2009,Football Bowl Subdivision,Mid-American Conference,1479303.717,540130.7993,649570.3431,1440657.629,1151287.884,804081.1054,22654.43676,18848357.48
University of Akron,200800,2010,Football Bowl Subdivision,Mid-American Conference,1764857.731,713262.2609,1506526.668,1008275.811,1196936.737,1820137.832,1262704.331,19227755.62
University of Akron,200800,2011,Football Bowl Subdivision,Mid-American Conference,1527031.811,685475.8919,1210275.178,865813.6589,1509930.697,1366557.708,1907756.252,20363361.97
University of Akron,200800,2012,Football Bowl Subdivision,Mid-American Conference,1864387.07,720405.7668,1176059.633,1625040.142,1657443.122,1829870.485,1857340.591,19950518.45
University of Akron,200800,2013,Football Bowl Subdivision,Mid-American Conference,1796365.962,850899.0243,1252024.693,1139867.709,1635124.676,1307767.112,1844598.142,21229930.55
University of Akron,200800,2014,Football Bowl Subdivision,Mid-American Conference,1678820.017,1062358.656,2269740.936,1432700.54,2775390.754,1844923.634,24766442.12,0
University of Akron,200800,2015,Football Bowl Subdivision,Mid-American Conference,1802602.954,991950.9572,2499002.931,1165577.863,2914425.117,1166928.608,24152425.75,0
University of Akron,200800,2016,Football Bowl Subdivision,Mid-American Conference,1793547.728,976338.1285,2136364.154,1387833.439,3522194.023,1801708.663,25678991.54,0
University of Akron,200800,2017,Football Bowl Subdivision,Mid-American Conference,1462490.414,974293.9279,2211491.963,1521489.577,4095242.824,1022156.97,26017538.29,0
University of Akron,200800,2018,Football Bowl Subdivision,Mid-American Conference,1361784.835,997622.3871,1931969.176,1335260.246,3577432.601,1423968.941,25034572.26,0
University of Akron,200800,2019,Football Bowl Subdivision,Mid-American Conference,1443133.338,903232.3607,1854816.918,3407522.451,2969517.126,742837.8696,26332250.3,
University of Akron,200800,2020,Football Bowl Subdivision,Mid-American Conference,773826,873354,2009326,1366500,2527989,1297149,25282386,
University of Akron,200800,2021,Football Bowl Subdivision,Mid-American Conference,439072,617046,1681255,0,3234846,4685,20585281,0
University of Alabama at Birmingham,100663,2005,Football Bowl Subdivision,Conference USA,1668137.639,389729.528,3386202.918,1773800.183,4077123.044,1530154.788,8476493.655,3592087.836
University of Alabama at Birmingham,100663,2006,Football Bowl Subdivision,Conference USA,1014432.787,621377.8909,4699474.57,799317.9233,3029816.771,1612950.647,10124062.48,3446797.283
University of Alabama at Birmingham,100663,2007,Football Bowl Subdivision,Conference USA,585546.2623,598559.0672,4027918.092,1736057.959,3140434.813,1620644.054,11874504.63,3378757.001
University of Alabama at Birmingham,100663,2008,Football Bowl Subdivision,Conference USA,522270.7828,647050.4557,4136069.366,1885653.665,3342447.902,1524863.308,10908737.56,3996595.448
University of Alabama at Birmingham,100663,2009,Football Bowl Subdivision,Conference USA,152171.6094,722337.4218,3551615.876,2119724.944,3718314.603,1481119.305,11843985.4,3926510.071
University of Alabama at Birmingham,100663,2010,Football Bowl Subdivision,Conference USA,550900.7762,955181.9889,3633268.177,1614190.822,3664355.593,1480977.35,12811875.28,4100143.2
University of Alabama at Birmingham,100663,2011,Football Bowl Subdivision,Conference USA,184498.2749,1009818.318,3098088.376,1329843.757,3503748.251,1305087.814,14724705.93,4402740.12
University of Alabama at Birmingham,100663,2012,Football Bowl Subdivision,Conference USA,407478.3177,1003823.903,3377014.969,1432742.634,3076313.74,1271073.804,16382420.03,4741015.265
University of Alabama at Birmingham,100663,2013,Football Bowl Subdivision,Conference USA,624976.3555,1046684.08,2729418.785,2170192.577,3381646.423,1255468.738,14542434.46,5533602.227
University of Alabama at Birmingham,100663,2014,Football Bowl Subdivision,Conference USA,1292272.929,1050902.518,3504515.618,1914275.961,3212690.753,1273986.182,16520623.53,5722155.669
University of Alabama at Birmingham,100663,2015,Football Bowl Subdivision,Conference USA,390729.8773,1051811.761,3633704.762,1774983.123,4376814.073,2190894.503,15403778,6006974.889
University of Alabama at Birmingham,100663,2016,Football Bowl Subdivision,Conference USA,785299.1353,1099225.55,6310643.635,43133.90642,2742542.195,1386518.933,15799576.81,6829391.403
University of Alabama at Birmingham,100663,2017,Football Bowl Subdivision,Conference USA,564492.6944,402937.1089,5862970.865,119311.8128,1576653.869,1308717.548,11700717.31,4644397.087
University of Alabama at Birmingham,100663,2018,Football Bowl Subdivision,Conference USA,524851.8769,1119593.235,5515164.318,1970663.021,3062236.149,2008542.627,15173976.42,6427020.605
University of Alabama at Birmingham,100663,2019,Football Bowl Subdivision,Conference USA,375884.3482,1434173.153,4924561.367,1720464.767,3483965.955,1611653.849,16044745.65,7349120.898
University of Alabama at Birmingham,100663,2020,Football Bowl Subdivision,Conference USA,891429,2007439,3589607,1669050,2540223,1585356,16051637,7390690
University of Alabama at Birmingham,100663,2021,Football Bowl Subdivision,Conference USA,745941,1261858,4611647,1503000,2948044,916584,16308177,7151612
University of Arizona,104179,2005,Football Bowl Subdivision,Pacific-12 Conference,3738020.89,5009210.339,12692161.46,1456287.751,11925284.37,12158007.02,5574041.773,0
University of Arizona,104179,2006,Football Bowl Subdivision,Pacific-12 Conference,3862076.709,5151700.304,14587231.14,2139754.566,10174363.27,12598055.44,5797884.525,0
University of Arizona,104179,2007,Football Bowl Subdivision,Pacific-12 Conference,3423759.462,6218730.206,15127735.81,1608244.13,11485042.93,14889017.93,6562341.901,0
University of Arizona,104179,2008,Football Bowl Subdivision,Pacific-12 Conference,3596594.392,6077604.197,16406075.35,2374153.169,10641231.14,13522090.54,6574557.94,0
University of Arizona,104179,2009,Football Bowl Subdivision,Pacific-12 Conference,6295354.198,7045482.784,16898505.22,1724107.712,10393082.06,15275119.82,6755527.949,0
University of Arizona,104179,2010,Football Bowl Subdivision,Pacific-12 Conference,4161703.215,9204329.707,18561136.35,2221277.307,11749963.23,15115824.08,7967439.374,0
University of Arizona,104179,2011,Football Bowl Subdivision,Pacific-12 Conference,4275482.195,7487494.391,16628806.78,1375066.268,14535553.54,15834581.24,8510392.535,0
University of Arizona,104179,2012,Football Bowl Subdivision,Pacific-12 Conference,4638795.672,8016811.645,38189143.93,1901550.452,12699072.06,14328012.51,8179898.563,0
University of Arizona,104179,2013,Football Bowl Subdivision,Pacific-12 Conference,4489263.431,6551435.211,18203789.53,188813.6423,21814098.3,16726947.6,8140057.505,0
University of Arizona,104179,2014,Football Bowl Subdivision,Pacific-12 Conference,4302990.623,6896777.701,48392565.03,505267.1816,24168205.19,16323765.78,8637893.134,0
University of Arizona,104179,2015,Football Bowl Subdivision,Pacific-12 Conference,5041436.065,9028367.616,23951552.46,440047.8855,29644369.51,17252166.5,9789651.375,0
University of Arizona,104179,2016,Football Bowl Subdivision,Pacific-12 Conference,5242314.902,9338820.714,20385251.32,358415.8037,29791098.89,16642833.9,10284961.87,0
University of Arizona,104179,2017,Football Bowl Subdivision,Pacific-12 Conference,5405454.409,10453121.2,19184417.73,1110130.955,32917530.47,16356050.96,10631718.31,0
University of Arizona,104179,2018,Football Bowl Subdivision,Pacific-12 Conference,5186594.394,9137775.812,23938637.29,550899.2597,32957976.46,14190873.25,11679309.61,1167015.922
University of Arizona,104179,2019,Football Bowl Subdivision,Pacific-12 Conference,5912068.662,8871135.445,21172844.23,325283.7534,33186095,14764201.55,20236384.98,1919766.361
University of Arizona,104179,2020,Football Bowl Subdivision,Pacific-12 Conference,5447124,8370957,23493464,533900,32560560,13031253,11792618,2584468
University of Arizona,104179,2021,Football Bowl Subdivision,Pacific-12 Conference,4626228,6874440,13779297,41400,19317896,772925,53313313,3051417
University of Arkansas,106397,2005,Football Bowl Subdivision,Southeastern Conference,5094482.517,2954213.673,4393619.006,730273.5593,15876464.5,31770357.42,1894892.666,0
University of Arkansas,106397,2006,Football Bowl Subdivision,Southeastern Conference,4777359.924,2700463.38,9957832.335,1378566.65,15425783.17,27204863.84,2124362.625,0
University of Arkansas,106397,2007,Football Bowl Subdivision,Southeastern Conference,7362648.749,3128415.6,15261438.79,20993.99188,17874483.66,35938816.96,2068374.415,0
University of Arkansas,106397,2008,Football Bowl Subdivision,Southeastern Conference,7761885.158,2740557.247,15348283.24,23210.99299,17413692.57,34434714.38,1825303.16,0
University of Arkansas,106397,2009,Football Bowl Subdivision,Southeastern Conference,6208472.582,5334537.783,9152001.587,546485.9605,17876055.21,38515207.36,1789597.962,0
University of Arkansas,106397,2010,Football Bowl Subdivision,Southeastern Conference,2882788.136,7551557.351,15577825.67,72703.86674,25526031.48,39042105.81,2011771.955,0
University of Arkansas,106397,2011,Football Bowl Subdivision,Southeastern Conference,3351539.936,9158915.155,22968010.19,59485.13776,26577490.11,41342229.42,2129153.722,0
University of Arkansas,106397,2012,Football Bowl Subdivision,Southeastern Conference,3507678.617,10971732.29,25822060.09,15217.95874,26382029.12,43556297.03,2197225.245,0
University of Arkansas,106397,2013,Football Bowl Subdivision,Southeastern Conference,4933088.588,12293419.92,21593101.73,7776.875211,25952953.51,43810835.41,2252448.586,0
University of Arkansas,106397,2014,Football Bowl Subdivision,Southeastern Conference,5960484.666,12915531.35,23260104.82,398734.6086,23686683.34,37481236.88,2116969.47,0
University of Arkansas,106397,2015,Football Bowl Subdivision,Southeastern Conference,4348686.484,13114937.59,26636936.3,342326.9249,39146763.28,41081608.16,0,0
University of Arkansas,106397,2016,Football Bowl Subdivision,Southeastern Conference,3745518.745,15744031.13,27886620.46,65779.20729,46974781.29,40356283.42,0,0
University of Arkansas,106397,2017,Football Bowl Subdivision,Southeastern Conference,3513255.639,14809093.07,26299146.9,395946.2813,48863320.91,43043593.71,0,0
University of Arkansas,106397,2018,Football Bowl Subdivision,Southeastern Conference,4056181.064,16421612.25,24991410.41,4122.725984,48483916.18,40161331.1,0,0
University of Arkansas,106397,2019,Football Bowl Subdivision,Southeastern Conference,3774962.906,23557123.93,23737635.56,331033.821,46792253.18,41000929.86,0,
University of Arkansas,106397,2020,Football Bowl Subdivision,Southeastern Conference,3022922,15844715,18831483,2015000,47621774,34524568,1497110,
University of Arkansas,106397,2021,Football Bowl Subdivision,Southeastern Conference,1999368,14918733,19786593,10000,78471827,15631609,1578477,0
University of California-Berkeley,110635,2005,Football Bowl Subdivision,Pacific-12 Conference,5737468.187,5491707.685,12598557.41,1703449.046,12513087.76,13245391.61,4338806.479,2532211.547
University of California-Berkeley,110635,2006,Football Bowl Subdivision,Pacific-12 Conference,5761802.24,5619477.175,15712351.36,2903401.034,12808895.12,12188495.51,4673360.009,2527065.568
University of California-Berkeley,110635,2007,Football Bowl Subdivision,Pacific-12 Conference,6621868.774,5865000.354,18020740.09,1498198.865,14356032.17,17348399.36,9631064.613,2584399.221
University of California-Berkeley,110635,2008,Football Bowl Subdivision,Pacific-12 Conference,9733653.543,7661915.247,16701947.29,2480322.215,13188181.13,18610304.67,6262480.736,2694786.789
University of California-Berkeley,110635,2009,Football Bowl Subdivision,Pacific-12 Conference,10865465.49,7725953.108,18840285.65,1176716.974,13747223.49,18908137.97,10728057.45,3840938.573
University of California-Berkeley,110635,2010,Football Bowl Subdivision,Pacific-12 Conference,14226181.8,8268901.379,12144127.26,2772220.812,13508748.76,17026520.39,11812757.63,2547575.3
University of California-Berkeley,110635,2011,Football Bowl Subdivision,Pacific-12 Conference,12666202.6,9702257.236,9350632.187,1190481.7,11714109.03,18356008.95,9489959.727,2597892.005
University of California-Berkeley,110635,2012,Football Bowl Subdivision,Pacific-12 Conference,13140676.93,8120801.029,14629488.16,3856237.508,17223017.24,12542362.03,7971411.401,2757939.389
University of California-Berkeley,110635,2013,Football Bowl Subdivision,Pacific-12 Conference,19537220.33,7746233.212,28956046.09,316013.3242,23839705.44,16171513.17,6799984.142,1607079.042
University of California-Berkeley,110635,2014,Football Bowl Subdivision,Pacific-12 Conference,17777484,10351481.69,24809284.29,47884.23019,24700284.26,15545674.37,3867689.08,1579057.925
University of California-Berkeley,110635,2015,Football Bowl Subdivision,Pacific-12 Conference,12773599.98,10425534.28,24648623.99,4164882.586,28061647.45,11963264.65,0,1367908.909
University of California-Berkeley,110635,2016,Football Bowl Subdivision,Pacific-12 Conference,14021740.61,9477790.612,21324184.8,358011.4233,30921158.71,11527593.64,0,419867.6018
University of California-Berkeley,110635,2017,Football Bowl Subdivision,Pacific-12 Conference,11626342.76,13565177.67,21686750.71,2289992.801,32652799.73,14237168.2,0,0
University of California-Berkeley,110635,2018,Football Bowl Subdivision,Pacific-12 Conference,8741216.983,22150097.75,18663561.98,238613.0732,33402290.88,10851317.81,0,0
University of California-Berkeley,110635,2019,Football Bowl Subdivision,Pacific-12 Conference,7515263.432,17413292.11,15490684.12,394810.9791,36194221.6,11571881.45,0,0
University of California-Berkeley,110635,2020,Football Bowl Subdivision,Pacific-12 Conference,10048584,17907314,13310762,388500,34776528,8533447,19635073,444374
University of California-Berkeley,110635,2021,Football Bowl Subdivision,Pacific-12 Conference,31371144,9202835,12163867,0,21072253,121832,17621063,444374
University of California-Los Angeles,110662,2005,Football Bowl Subdivision,Pacific-12 Conference,5339730.145,7390436.963,8939899.384,1819665.917,14634104.64,19495213.81,278303.4521,3081654.125
University of California-Los Angeles,110662,2006,Football Bowl Subdivision,Pacific-12 Conference,7593651.223,9482466.694,9572119.712,4017991.207,14964892.81,17840121.29,269606.1097,3104501.515
University of California-Los Angeles,110662,2007,Football Bowl Subdivision,Pacific-12 Conference,11515582.14,9230976.721,10804120.6,1749458.964,15537678.48,24289900.07,262128.4437,3138763.432
University of California-Los Angeles,110662,2008,Football Bowl Subdivision,Pacific-12 Conference,9567054.654,9309922.195,10042714.72,4311894.23,15848149.62,26929710.45,252437.1292,3181600.974
University of California-Los Angeles,110662,2009,Football Bowl Subdivision,Pacific-12 Conference,8056293.617,11073700.77,12071003.87,1754217.52,13456479.68,30155437.91,253337.8625,3014572.18
University of California-Los Angeles,110662,2010,Football Bowl Subdivision,Pacific-12 Conference,7575496.039,10720763.47,11077150.69,4656373.18,13132612.62,22942208.1,71214.30095,3264559.695
University of California-Los Angeles,110662,2011,Football Bowl Subdivision,Pacific-12 Conference,13762050,10465185.77,8984218.696,2136922.458,14549777.05,23067735.82,69034.97612,2908028.184
University of California-Los Angeles,110662,2012,Football Bowl Subdivision,Pacific-12 Conference,8867445.939,12859300.26,18033931.53,3951473.748,17680080.17,16338973.32,67635.37217,3061249.089
University of California-Los Angeles,110662,2013,Football Bowl Subdivision,Pacific-12 Conference,9893120.715,10978934.7,16038928.56,559396.1888,25138440.27,27713269.22,66658.93038,2852341.186
University of California-Los Angeles,110662,2014,Football Bowl Subdivision,Pacific-12 Conference,13012948.43,12738876.81,17742505.55,571221.6958,27988006.76,19468190.89,65594.83588,2898495.862
University of California-Los Angeles,110662,2015,Football Bowl Subdivision,Pacific-12 Conference,7426815.939,12432287.48,18398992.27,2860034.992,33231228.44,28560835.46,65517.11481,2848369.67
University of California-Los Angeles,110662,2016,Football Bowl Subdivision,Pacific-12 Conference,12382404.15,18510446.86,16707838.85,906245.5306,35488244.66,19800596.02,64700.85963,2802150.018
University of California-Los Angeles,110662,2017,Football Bowl Subdivision,Pacific-12 Conference,7563700.572,16866370.82,19723854.94,1384693.832,38564882.72,22958817.36,63351.40501,2796033.266
University of California-Los Angeles,110662,2018,Football Bowl Subdivision,Pacific-12 Conference,15134588.93,40938498.96,19575346.12,1221227.707,36834478.82,18586297.97,61840.88977,2626346.515
University of California-Los Angeles,110662,2019,Football Bowl Subdivision,Pacific-12 Conference,8370936.255,24090236.18,18305702.6,929014.53,36277244.27,19168193.5,60740.15064,2548264.947
University of California-Los Angeles,110662,2020,Football Bowl Subdivision,Pacific-12 Conference,7458676,24187962,12752429,821254,35160633,14716386,60000,2517213
University of California-Los Angeles,110662,2021,Football Bowl Subdivision,Pacific-12 Conference,3280793,8060041,8533550,227500,24973817,0,60000,2517213
University of Central Florida,132903,2005,Football Bowl Subdivision,Mid-American Conference,1908455.321,815527.1835,4449279.697,1044870.432,1079663.665,1745657.078,2417126.443,15813521.53
University of Central Florida,132903,2006,Football Bowl Subdivision,Conference USA,803020.5139,649377.1274,3121324.936,1199105.269,3638102.076,1353997.83,2360843.131,16223732.52
University of Central Florida,132903,2007,Football Bowl Subdivision,Conference USA,513522.1036,997382.5014,3651450.47,877506.1712,3226088.403,4261726.678,2614497.807,16387394.04
University of Central Florida,132903,2008,Football Bowl Subdivision,Conference USA,1964308.267,3543164.27,7762225.347,762119.7138,3975111.846,7284465.241,4890118.304,17560033.98
University of Central Florida,132903,2009,Football Bowl Subdivision,Conference USA,1660010.82,3490063.22,6283327.888,1163700.233,3461025.876,7366153.025,3066593.3,18836495.23
University of Central Florida,132903,2010,Football Bowl Subdivision,Conference USA,1691732.513,3888878.855,6300329.205,543915.8402,3960792.243,7065729.829,3368686.872,20731572.59
University of Central Florida,132903,2011,Football Bowl Subdivision,Conference USA,1478645.196,4238900.562,7329869.131,763699.4234,4402779.24,5945933.018,3389522.98,21652597.05
University of Central Florida,132903,2012,Football Bowl Subdivision,Conference USA,1199559.543,3987329.513,5312100.166,2181425.622,3271398.953,4994255.625,3126662.639,22137862.17
University of Central Florida,132903,2013,Football Bowl Subdivision,Conference USA,1232472.518,4175845.361,5652786.172,1261382.496,3703226.878,4376720.936,3033023.55,22361783.63
University of Central Florida,132903,2014,Football Bowl Subdivision,American Athletic Conference,1404271.739,4305448.243,5930839.08,631608.3017,11601542.16,5557584.785,3076132.144,21897096.6
University of Central Florida,132903,2015,Football Bowl Subdivision,American Athletic Conference,1436385.214,4534021.298,10628176.54,3282384.521,4471523.43,4784606.791,3311295.04,23738651.32
University of Central Florida,132903,2016,Football Bowl Subdivision,American Athletic Conference,13420348.28,4618560.873,7461054.034,657037.2295,4690851.144,4242753.478,4735213.288,24205875.9
University of Central Florida,132903,2017,Football Bowl Subdivision,American Athletic Conference,1397610.128,5180962.37,10878639.92,1798124.046,6303834.348,4707277.58,5333893.718,23873138.63
University of Central Florida,132903,2018,Football Bowl Subdivision,American Athletic Conference,4795037.463,4837947.826,8460800.499,206136.2992,10568055.62,5860238.544,5288525.702,23852587.75
University of Central Florida,132903,2019,Football Bowl Subdivision,American Athletic Conference,1860574.072,8510061.57,11002486.07,219170.7102,10193619.61,6058056.601,8165978.74,23964616.44
University of Central Florida,132903,2020,Football Bowl Subdivision,American Athletic Conference,1647053,9978003,12472090,480000,4955170,5314550,9827227,24190962
University of Central Florida,132903,2021,Football Bowl Subdivision,American Athletic Conference,316738,560962,358693,72900,637945,16132,14199753,5129651
University of Cincinnati,201885,2005,Football Bowl Subdivision,Conference USA,1630752.209,1325254.534,6144183.502,1633376.213,4627914.731,5155213.631,7478215.197,0
University of Cincinnati,201885,2006,Football Bowl Subdivision,Big East Conference,1914919.761,1423593.438,5405157.008,1698518.491,4866843.475,5715118.017,7348414.938,0
University of Cincinnati,201885,2007,Football Bowl Subdivision,Big East Conference,3378843.129,1414461.309,4851418.315,1526604.851,6231299.889,5087146.679,12954855.78,0
University of Cincinnati,201885,2008,Football Bowl Subdivision,Big East Conference,4140417.295,1402873.666,6306932.51,1261584.605,6839491.909,5992074.891,12861676.54,0
University of Cincinnati,201885,2009,Football Bowl Subdivision,Big East Conference,4144880.07,9422992.273,6779288.628,1874875.106,9080727.995,6318258.354,15369577.44,0
University of Cincinnati,201885,2010,Football Bowl Subdivision,Big East Conference,5454896.762,1746794.224,6706312.439,1018957.956,10100289.88,7569230.367,15972731.52,0
University of Cincinnati,201885,2011,Football Bowl Subdivision,Big East Conference,3722856.061,2119185.071,6729641.079,1003199.014,8896237.071,9763807.67,16923547.01,0
University of Cincinnati,201885,2012,Football Bowl Subdivision,Big East Conference,4719495.944,3372356.019,7010198.91,1802482.668,10470005.21,9128695.455,18610904.09,0
University of Cincinnati,201885,2013,Football Bowl Subdivision,Big East Conference,6900815.773,5128731.437,5803506.458,4492029.776,14052614.64,8239980.353,24169261.64,0
University of Cincinnati,201885,2014,Football Bowl Subdivision,American Athletic Conference,4234187.106,5308042.351,5727841.648,774482.6003,11036690.82,7883076.958,29647087.11,0
University of Cincinnati,201885,2015,Football Bowl Subdivision,American Athletic Conference,3015725.496,5533401.896,5151035.279,431321.0058,11730095.79,6191638.153,25313770.12,0
University of Cincinnati,201885,2016,Football Bowl Subdivision,American Athletic Conference,5616878.962,7084270.735,5027884.392,387573.246,10339328.93,8391238.883,26842362.6,0
University of Cincinnati,201885,2017,Football Bowl Subdivision,American Athletic Conference,6241363.528,7081330.304,4243566.412,377574.3739,9816611.684,7835323.945,28239423.05,0
University of Cincinnati,201885,2018,Football Bowl Subdivision,American Athletic Conference,5427725.422,6647796.705,4648219.976,1300323.236,8869000.875,6645536.42,30135828.29,0
University of Cincinnati,201885,2019,Football Bowl Subdivision,American Athletic Conference,9265572.872,8430303.678,6997975.001,440467.3257,6660347.836,7831450.335,30068824.42,
University of Cincinnati,201885,2020,Football Bowl Subdivision,American Athletic Conference,11695660,7319121,14096511,1205500,6372980,8045951,32969634,
University of Cincinnati,201885,2021,Football Bowl Subdivision,American Athletic Conference,2716209,9612750,10119219,8000,9652552,643689,29385877,0
University of Colorado Boulder,126614,2005,Football Bowl Subdivision,Big 12 Conference,10309363.08,3970347.286,1756047.074,318061.0881,12614203.36,14353519.1,2176726.596,2014480.984
University of Colorado Boulder,126614,2006,Football Bowl Subdivision,Big 12 Conference,3377689.534,3839560.748,10398821.91,507116.254,12690846.16,14785830.7,12650857.15,1925099.317
University of Colorado Boulder,126614,2007,Football Bowl Subdivision,Big 12 Conference,3259040.445,4057496.167,13242882.51,999083.8399,9704918.678,13785152.61,5936133.276,1883674.968
University of Colorado Boulder,126614,2008,Football Bowl Subdivision,Big 12 Conference,4034309.555,4213075.913,15235856.15,876327.0793,11688095.12,17799985.09,7597155.506,1823027.62
University of Colorado Boulder,126614,2009,Football Bowl Subdivision,Big 12 Conference,3954496.666,4988300.926,12399692.85,726235.2058,12130030.38,17126207.7,6948327.713,1875984.967
University of Colorado Boulder,126614,2010,Football Bowl Subdivision,Big 12 Conference,4093662.698,4872281.884,13085374.99,540041.7822,11536410.53,15950037.9,6824251.63,1875275.505
University of Colorado Boulder,126614,2011,Football Bowl Subdivision,Big 12 Conference,3913277.537,5595686.368,15576575.67,239321.2506,11367018.43,15550458.59,16058314.39,1796603.037
University of Colorado Boulder,126614,2012,Football Bowl Subdivision,Pacific-12 Conference,3776342.097,5758081.046,14104843.96,2144041.298,5055378.838,15585637.02,16188161.1,1752567.764
University of Colorado Boulder,126614,2013,Football Bowl Subdivision,Pacific-12 Conference,3734876.539,4527865.617,14089764.77,288855.365,20973495.86,13308434.34,6202534.592,1682590.278
University of Colorado Boulder,126614,2014,Football Bowl Subdivision,Pacific-12 Conference,4303123.999,4369679.799,11480011.33,65594.83588,23462311.83,13187032.75,11686556.35,1661416.614
University of Colorado Boulder,126614,2015,Football Bowl Subdivision,Pacific-12 Conference,4802590.147,4722688.75,11206982.03,298648.8483,27106037.75,12614345.34,11651011.17,1689074.898
University of Colorado Boulder,126614,2016,Football Bowl Subdivision,Pacific-12 Conference,6832893.877,7382621.495,11881885.85,690142.5027,29335878.74,13336013.94,12153360.95,1718555.118
University of Colorado Boulder,126614,2017,Football Bowl Subdivision,Pacific-12 Conference,11079355.12,6774903.782,16865284.34,1530992.288,35371548.51,14587079.12,11532962.79,1747149.393
University of Colorado Boulder,126614,2018,Football Bowl Subdivision,Pacific-12 Conference,6114845.732,7504747.558,18936670.93,128835.187,32015662.5,14911755.59,10946928.98,1770593.313
University of Colorado Boulder,126614,2019,Football Bowl Subdivision,Pacific-12 Conference,9540879.629,8850698.408,18082537.21,323947.4701,32670087.17,14203607.42,10866331.96,1568214.518
University of Colorado Boulder,126614,2020,Football Bowl Subdivision,Pacific-12 Conference,12845627,7105608,14008238,54000,32679414,17693255,9609116,1597446
University of Colorado Boulder,126614,2021,Football Bowl Subdivision,Pacific-12 Conference,2647218,7578753,3930144,40000,21204438,41752,10562546,1069372
University of Connecticut,129020,2005,Football Bowl Subdivision,Big East Conference,2152202.761,9521552.273,8232664.049,964122.6733,8929990.456,20119897.71,4595882.004,8029595.297
University of Connecticut,129020,2006,Football Bowl Subdivision,Big East Conference,1759441.769,9283119.936,12944349.08,1561147.759,8717962.622,17119750.46,4562517.234,8149899.981
University of Connecticut,129020,2007,Football Bowl Subdivision,Big East Conference,1622502.669,9444948.425,15182955.04,1051634.352,8875811.403,16772565.58,4531217.187,8478528.286
