Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
Appalachian State University,197869,2005,Football Championship Subdivision,,541546.7117,463318.2618,1120669.69,460658.476,483692.725,607337.6478,660911.0623,5779164.67
Appalachian State University,197869,2006,Football Championship Subdivision,,630770.4543,690046.5671,1313951.052,1239448.614,566079.1102,835423.3168,566419.3274,5853712.247
Appalachian State University,197869,2007,Football Championship Subdivision,,661130.375,798685.3964,1209911.251,472767.3718,775653.0438,1242693.533,1001482.939,6926162.45
Appalachian State University,197869,2008,Football Championship Subdivision,,1009817.035,1037718.551,1365581.49,676771.9225,900588.6916,1511277.382,1877308.815,7498326.37
Appalachian State University,197869,2009,Football Championship Subdivision,,885100.9666,858763.4799,914381.998,1097338.983,869289.0649,2974038.122,1796206.462,8985801.092
Appalachian State University,197869,2010,Football Championship Subdivision,,668896.9383,855179.3068,1973842.032,636973.941,1090193.621,3238275.683,765954.9091,9601767.226
Appalachian State University,197869,2011,Football Championship Subdivision,,1634365.09,533651.8713,3320025.469,922609.8843,1092580.899,2693065.924,534565.4341,9690377.467
Appalachian State University,197869,2012,Football Championship Subdivision,,1456102.764,837568.2675,2498209.415,842568.776,1157723.683,2677062.139,667981.5898,10880031.13
Appalachian State University,197869,2013,Football Championship Subdivision,,751702.759,1075285.205,4036360.438,782505.8508,1230513.856,2593735.643,544813.4368,10955562.97
Appalachian State University,197869,2014,Football Championship Subdivision,,707159.3404,1100271.378,3848971.593,882544.6261,1309623.857,2133615.252,1118513.302,10124427.36
Appalachian State University,197869,2015,Football Bowl Subdivision,Sun Belt Conference,616382.8322,1117681.576,4141031.08,1591721.925,1967211.429,1751861.041,9223934.019,12015705.64
Appalachian State University,197869,2016,Football Bowl Subdivision,Sun Belt Conference,1013110.862,1101989.355,4163780.688,1281831.864,3047295.105,1696760.634,9778541.775,12113417.87
Appalachian State University,197869,2017,Football Bowl Subdivision,Sun Belt Conference,946816.3119,1196690.091,3081425.01,1999528.721,4720606.716,2626984.265,9976502.184,12468328.34
Appalachian State University,197869,2018,Football Bowl Subdivision,Sun Belt Conference,872850.1466,1318667.305,4744003.269,1696759.413,2941862.857,3244701.817,10353203.87,12902219.39
Appalachian State University,197869,2019,Football Bowl Subdivision,Sun Belt Conference,743746.9472,2745027.603,4111799.436,1592038.829,3704913.315,3269063.253,9442622.312,12856019.35
Appalachian State University,197869,2020,Football Bowl Subdivision,Sun Belt Conference,1422715,1709945,3906735,1737825,2319167,4013750,6562672,13273619
Appalachian State University,197869,2021,Football Bowl Subdivision,Sun Belt Conference,,,,,,,,
Arizona State University,104151,2005,Football Bowl Subdivision,Pacific-12 Conference,3058719.27,4509872.985,11371716.27,1941989.561,10869745.64,9514585.41,13511608.74,0
Arizona State University,104151,2006,Football Bowl Subdivision,Pacific-12 Conference,4391412.358,4955750.583,15137918.31,1494736.071,10576294.63,13165128.24,14815479.67,0
Arizona State University,104151,2007,Football Bowl Subdivision,Pacific-12 Conference,3533794.742,5098358.287,14758189.62,2262693.975,10635248.72,10998671.09,21035490.56,0
Arizona State University,104151,2008,Football Bowl Subdivision,Pacific-12 Conference,3794948.669,4895548.106,14601454,1070835.898,11474556.15,16037812.85,14038816.12,0
Arizona State University,104151,2009,Football Bowl Subdivision,Pacific-12 Conference,3857749.349,5581321.433,13257114.85,2029805.685,11533832.3,16187272.44,10153927.5,0
Arizona State University,104151,2010,Football Bowl Subdivision,Pacific-12 Conference,3595757.231,12400382.43,11982099.3,1512805.395,11001956.7,14289346.51,12283916.19,0
Arizona State University,104151,2011,Football Bowl Subdivision,Pacific-12 Conference,3557818.746,12445605.94,13787267.33,1987054.428,10252437.23,9323969.729,12266309.45,0
Arizona State University,104151,2012,Football Bowl Subdivision,Pacific-12 Conference,4663913.195,12588452.16,12699366.28,1107699.435,14541007.57,10211895.1,11660158.93,0
Arizona State University,104151,2013,Football Bowl Subdivision,Pacific-12 Conference,4060982.025,10030952.5,14151170.98,333294.6519,22488288.95,10654310.15,11243593.98,0
Arizona State University,104151,2014,Football Bowl Subdivision,Pacific-12 Conference,4115702.061,11094332.28,14758581.16,1530546.171,25099265.94,14086637.5,11012503.81,0
Arizona State University,104151,2015,Football Bowl Subdivision,Pacific-12 Conference,4008434.268,11224321.13,16129028.44,0,27624210.43,12057388.72,10288185.3,10872894.97
Arizona State University,104151,2016,Football Bowl Subdivision,Pacific-12 Conference,4390035.28,14726201.41,17966040.89,2527961.794,30683440.2,12831534.87,7548777.616,11405355.39
Arizona State University,104151,2017,Football Bowl Subdivision,Pacific-12 Conference,4056891.995,17539424.59,20908596.96,600254.5625,33634508.94,10593918.64,8511184.186,11409000.99
Arizona State University,104151,2018,Football Bowl Subdivision,Pacific-12 Conference,4044005.624,18625392.75,25761695.38,522040.1778,34143599.27,12782429.46,10056329.47,11187808.52
Arizona State University,104151,2019,Football Bowl Subdivision,Pacific-12 Conference,4497296.925,19192926.89,30965978.71,457160.7438,35460463.37,13031363,8502512.581,11092395.67
Arizona State University,104151,2020,Football Bowl Subdivision,Pacific-12 Conference,4874619,20252086,15092858,504500,35382081,13763930,5744006,11375799
Arizona State University,104151,2021,Football Bowl Subdivision,Pacific-12 Conference,935907,17802019,7940129,0,21484281,342176,57869086,11301712
Arkansas State University,106458,2005,Football Bowl Subdivision,Sun Belt Conference,596115.3924,595682.0341,746179.2642,1810098.905,660428.6696,1064311.916,993940.9004,3093682.135
Arkansas State University,106458,2006,Football Bowl Subdivision,Sun Belt Conference,939723.6499,503612.6584,645049.3074,840041.2843,899257.0567,1879539.736,1318864.303,3015661.166
Arkansas State University,106458,2007,Football Bowl Subdivision,Sun Belt Conference,982285.1513,505431.0723,672954.8642,1617694.485,657592.8892,1177202.614,1319587.04,2838107.1
Arkansas State University,106458,2008,Football Bowl Subdivision,Sun Belt Conference,1036821.798,455200.1609,478567.9053,2269710.312,695598.924,1151125.029,1296125.217,2705743.198
Arkansas State University,106458,2009,Football Bowl Subdivision,Sun Belt Conference,962791.2444,309908.2072,741352.2379,2269183.425,770885.4008,1200378.73,2419933.93,3359206.976
Arkansas State University,106458,2010,Football Bowl Subdivision,Sun Belt Conference,999174.6233,394839.3833,696428.3871,2611191.035,795445.938,1056309.857,1334935.809,3362232.482
Arkansas State University,106458,2011,Football Bowl Subdivision,Sun Belt Conference,1186754.962,234581.9995,74219.50283,3212715.201,776178.6459,963576.3897,5603869.314,3336583.508
Arkansas State University,106458,2012,Football Bowl Subdivision,Sun Belt Conference,1389734.428,544225.7676,94956.68075,2530915.626,1149587.148,1462008.459,6113721.36,3970108.42
Arkansas State University,106458,2013,Football Bowl Subdivision,Sun Belt Conference,1830855.293,279243.1472,448156.8768,2499709.889,1118132.454,1553613.024,5283550.136,5074682.155
Arkansas State University,106458,2014,Football Bowl Subdivision,Sun Belt Conference,2475001.389,704536.6403,1705977.373,2100127.996,1819588.722,1590950.268,6573981.14,5060729.048
Arkansas State University,106458,2015,Football Bowl Subdivision,Sun Belt Conference,3125272.296,1533375.658,6859620.081,1673962.283,1942326.937,1434758.205,10340699.45,4987849.617
Arkansas State University,106458,2016,Football Bowl Subdivision,Sun Belt Conference,21752065.6,1746226.597,2394399.809,1911910.402,2752162.134,1797445.955,8703362.3,5421415.508
Arkansas State University,106458,2017,Football Bowl Subdivision,Sun Belt Conference,7783371.569,2902096.188,10129954.07,2084789.153,3841839.315,1591584.739,8186830.271,5142614.709
Arkansas State University,106458,2018,Football Bowl Subdivision,Sun Belt Conference,9326397.74,3604566.323,9834009.408,2047448.792,2284267.449,1416564.526,8034465.283,4781566.456
Arkansas State University,106458,2019,Football Bowl Subdivision,Sun Belt Conference,3909142.96,2782398.993,9024864.716,2288871.096,2712460.759,1202885.795,9513803.695,4554710.54
Arkansas State University,106458,2020,Football Bowl Subdivision,Sun Belt Conference,3082985,3609125,8838760,2400000,1639688,1091912,11317110,4303100
Arkansas State University,106458,2021,Football Bowl Subdivision,Sun Belt Conference,2474772,3209849,6953745,650500,2485318,589740,7200247,5662565
Auburn University,100858,2005,Football Bowl Subdivision,Southeastern Conference,3073014.791,1178088.994,30303111.14,1093334.99,18117789.3,20995983.72,0,1301862.466
Auburn University,100858,2006,Football Bowl Subdivision,Southeastern Conference,5207915.745,1425630.89,33772995.04,1059783.102,17048415.25,25804798.02,0,1184017.597
Auburn University,100858,2007,Football Bowl Subdivision,Southeastern Conference,7794239.487,1220251.594,39587649.89,0,20119149.44,27206563.32,0,6176500.066
Auburn University,100858,2008,Football Bowl Subdivision,Southeastern Conference,4982700.222,7307779.613,41949867.49,127768.0477,20311280.14,26435724.65,0,6244977.226
Auburn University,100858,2009,Football Bowl Subdivision,Southeastern Conference,5854300.218,4097540.874,38701326.25,458420.894,21169455.86,28366818.31,0,6308099.506
Auburn University,100858,2010,Football Bowl Subdivision,Southeastern Conference,6426214.725,3784794.406,35288017.83,0,28822377.68,29354693.9,0,6245024.179
Auburn University,100858,2011,Football Bowl Subdivision,Southeastern Conference,6189002.868,5931238.924,37796047.67,40155.34445,31388239.6,33340131.06,0,4955606.726
Auburn University,100858,2012,Football Bowl Subdivision,Southeastern Conference,4428987.366,7762776.569,37726756.96,1164540.202,30635563.57,32962382.69,0,4753197.523
Auburn University,100858,2013,Football Bowl Subdivision,Southeastern Conference,4842497.99,5796666.141,35364813.42,2611050.301,30120796.47,31656947.08,0,4794536.89
Auburn University,100858,2014,Football Bowl Subdivision,Southeastern Conference,5473843.138,5767484.98,43083866.73,41543.39606,32543973.71,32615327.77,0,4793670.606
Auburn University,100858,2015,Football Bowl Subdivision,Southeastern Conference,9109457.057,6620314.452,40407557.17,500113.9764,41837005.21,32956546.85,0,4688724.677
Auburn University,100858,2016,Football Bowl Subdivision,Southeastern Conference,10673930.5,6681830.31,38519344.06,3493846.42,51125920.51,34685468.74,472662.4249,5391793.298
Auburn University,100858,2017,Football Bowl Subdivision,Southeastern Conference,10975744.95,9317323.423,37389201.01,61239.69151,59336662.82,34833871.41,0,3836477.675
Auburn University,100858,2018,Football Bowl Subdivision,Southeastern Conference,10468511.37,9925877.142,36778795.22,45349.98583,55273455.3,34232994.4,0,5424805.501
Auburn University,100858,2019,Football Bowl Subdivision,Southeastern Conference,10943889.04,9786937.979,35715587.19,4371266.174,55872915.82,32319332.03,0,5326153.984
Auburn University,100858,2020,Football Bowl Subdivision,Southeastern Conference,9938252,9658649,33519272,3625798,56475222,33820864,751984,5913708
Auburn University,100858,2021,Football Bowl Subdivision,Southeastern Conference,10544676,4666566,16225555,0,79878922,3718186,3106867,5406227
Ball State University,150136,2005,Football Bowl Subdivision,Mid-American Conference,1216641.973,221615.6894,1931286.806,842331.7817,1155473.525,772924.226,4794248.753,9138955.265
Ball State University,150136,2006,Football Bowl Subdivision,Mid-American Conference,1215928.69,290973.0358,1954291.24,1416715.915,995790.1662,1295009.297,4513637.646,9106421.376
Ball State University,150136,2007,Football Bowl Subdivision,Mid-American Conference,872169.985,234457.6659,2403280.948,1036513.285,1220768.361,1426701.46,4941416.995,9460059.506
Ball State University,150136,2008,Football Bowl Subdivision,Mid-American Conference,917922.7078,386280.4971,9468545.272,1800718.188,1042029.215,908599.3632,1919333.587,10152780.92
Ball State University,150136,2009,Football Bowl Subdivision,Mid-American Conference,1053843.285,758691.4051,1550948.871,311726.2079,1558304.113,1230320.853,7464063.283,10800396.26
Ball State University,150136,2010,Football Bowl Subdivision,Mid-American Conference,611526.6975,698634.8435,1605945.392,1261461.641,1336999.837,822783.9213,6613243.656,10944925.91
Ball State University,150136,2011,Football Bowl Subdivision,Mid-American Conference,562605.1403,827370.3819,1661928.455,1490580.193,1201964.518,723393.3526,6563355.382,10536740.52
Ball State University,150136,2012,Football Bowl Subdivision,Mid-American Conference,721678.4391,666830.6613,1739494.973,1252918.215,1360119.153,1761842.828,5084236.597,11231642.63
Ball State University,150136,2013,Football Bowl Subdivision,Mid-American Conference,808877.2346,575518.7621,634614.1259,1163198.335,2165709.764,617445.0074,5595182.858,12121148.8
Ball State University,150136,2014,Football Bowl Subdivision,Mid-American Conference,814160.9165,788382.146,762650.3851,1026690.371,2083696.489,1113452.661,6734107.974,12285475.46
Ball State University,150136,2015,Football Bowl Subdivision,Mid-American Conference,747550.2799,246813.891,710497.0757,1346044.756,2423893.018,665317.5652,6118026.399,12639015.81
Ball State University,150136,2016,Football Bowl Subdivision,Mid-American Conference,1430766.773,297350.054,334354.6323,1976611.262,2593593.267,1148144.791,5894826.307,13868090.09
Ball State University,150136,2017,Football Bowl Subdivision,Mid-American Conference,600316.858,344567.236,813218.7573,775262.8188,3995039.906,542105.3637,6442940.308,14042894.78
Ball State University,150136,2018,Football Bowl Subdivision,Mid-American Conference,1343486.115,481019.0542,688153.0531,1553752.355,2973269.783,1075371.846,7689524.014,13708063.9
Ball State University,150136,2019,Football Bowl Subdivision,Mid-American Conference,1098097.9,434292.077,507415.1197,1949252.668,2604701.658,621546.8751,7711464.242,13093146.87
Ball State University,150136,2020,Football Bowl Subdivision,Mid-American Conference,872451,400000,90653,1062200,1990422,1493985,8546942,12933600
Ball State University,150136,2021,Football Bowl Subdivision,Mid-American Conference,380821,147914,0,118000,3005905,15053,7163143,12545600
Boise State University,142115,2005,Football Bowl Subdivision,Western Athletic Conference,1998535.522,1538217.636,2547002.713,0,3047266.42,4713004.024,5402488.899,3167417.972
Boise State University,142115,2006,Football Bowl Subdivision,Western Athletic Conference,2061577.782,2323627.217,3558151.026,985795.4826,2244488.837,4936988.566,7244789.904,3082785.385
Boise State University,142115,2007,Football Bowl Subdivision,Western Athletic Conference,2967142.947,2310279.025,4396767.763,518827.084,5566799.292,5530588.119,7922322.934,3536349.87
Boise State University,142115,2008,Football Bowl Subdivision,Western Athletic Conference,2641671.613,2708524.177,3467296.094,753104.102,2679592.478,7497956.129,7804228.481,3194530.563
Boise State University,142115,2009,Football Bowl Subdivision,Western Athletic Conference,3072006.286,2821435.838,7728472.01,723822.4642,3047074.221,6839486.529,8456489.025,3425868.612
Boise State University,142115,2010,Football Bowl Subdivision,Western Athletic Conference,3437422.915,3291500.065,7778752.336,688404.9092,7560041.348,8430183.967,9111892.358,3537043.414
Boise State University,142115,2011,Football Bowl Subdivision,Western Athletic Conference,3121118.444,4156457.842,11038902.09,1725874.403,2259916.322,8762489.859,8484889.865,3625655.965
Boise State University,142115,2012,Football Bowl Subdivision,Mountain West Conference,5459391.97,4135897.372,10440197.17,2578598.564,4770305.89,9364028.223,8581853.325,3638757.096
Boise State University,142115,2013,Football Bowl Subdivision,Mountain West Conference,3753001.102,4200486.945,12379145.53,1749796.922,3985284.143,9116316.425,9114003.36,3658907.578
Boise State University,142115,2014,Football Bowl Subdivision,Mountain West Conference,4721977.637,5113653.148,12080747.42,729195.9256,5209347.268,9213761.13,9164997.929,3734646.354
Boise State University,142115,2015,Football Bowl Subdivision,Mountain West Conference,3796043.069,4941804.189,4814434.55,1792985.042,10316785.7,8658525.686,9741088.997,3829179.441
Boise State University,142115,2016,Football Bowl Subdivision,Mountain West Conference,3900928.054,5994282.311,11118924.68,573680.9554,6557231.551,8468406.52,10046753.8,3603483.105
Boise State University,142115,2017,Football Bowl Subdivision,Mountain West Conference,3112952.893,4901140.27,10905830.34,577025.714,7419055.589,7790983.241,9969453.284,3350771.955
Boise State University,142115,2018,Football Bowl Subdivision,Mountain West Conference,3771092.501,5318768.989,10967606.51,548322.5559,7968217.199,6793403.141,10607252.43,3610594.779
Boise State University,142115,2019,Football Bowl Subdivision,Mountain West Conference,1914668.238,5454030.223,12818592.28,800757.6526,7922894.632,7103487.729,11562828.13,3646411.438
Boise State University,142115,2020,Football Bowl Subdivision,Mountain West Conference,2761089,6838779,12292554,682800,6589725,6601185,12331417,3784220
Boise State University,142115,2021,Football Bowl Subdivision,Mountain West Conference,743264,3784975,4741755,2500,7215789,66167,19591362,3774765
Bowling Green State University,201441,2005,Football Bowl Subdivision,Mid-American Conference,1856746.539,816823.2824,2876308.586,869366.9742,1317458.061,1206155.234,1953756.496,11380113.09
Bowling Green State University,201441,2006,Football Bowl Subdivision,Mid-American Conference,1724147.761,762809.4046,5840457.897,795979.9429,933716.569,1295602.431,191128.9065,11072066.88
Bowling Green State University,201441,2007,Football Bowl Subdivision,Mid-American Conference,1515917.499,746964.958,5795123.152,1310642.219,989456.2366,1333994.118,2304558.384,10962180.31
Bowling Green State University,201441,2008,Football Bowl Subdivision,Mid-American Conference,1692997.255,1053271.082,3507182.363,1261584.605,1229240.196,1372483.842,2383310.626,10805035.19
Bowling Green State University,201441,2009,Football Bowl Subdivision,Mid-American Conference,1450793.556,585586.85,1205659.015,912619.4903,1086126.973,1876171.955,3265749.432,11107784.36
Bowling Green State University,201441,2010,Football Bowl Subdivision,Mid-American Conference,1133051.575,597069.0075,3472469.846,649237.0437,1445028.371,1323167.646,2481712.754,11272346.72
Bowling Green State University,201441,2011,Football Bowl Subdivision,Mid-American Conference,1225734.41,455010.6782,2482758.924,1438228.669,1431523.072,1372265.75,2502448.85,12284745.24
Bowling Green State University,201441,2012,Football Bowl Subdivision,Mid-American Conference,1403896.147,673649.434,1027442.175,1038202.963,1351780.839,1544700.593,2528034.36,13802520.61
Bowling Green State University,201441,2013,Football Bowl Subdivision,Mid-American Conference,1679532.855,529740.7417,1397808.885,1916444.248,2733673.847,2068975.435,2120218.377,13785503.42
Bowling Green State University,201441,2014,Football Bowl Subdivision,Mid-American Conference,1702825.541,723000.4933,1588221.523,1317423.083,2140252.357,2091154.622,2190690.412,13904577.94
Bowling Green State University,201441,2015,Football Bowl Subdivision,Mid-American Conference,802823.7939,459236.7565,2349868.506,1125693.228,2738725.686,2260868.966,336002.3394,13758594.11
Bowling Green State University,201441,2016,Football Bowl Subdivision,Mid-American Conference,837514.8857,463025.2318,2230313.037,2334536.417,3093106.549,2157054.411,0,13509929.85
Bowling Green State University,201441,2017,Football Bowl Subdivision,Mid-American Conference,757397.7226,666291.0112,2314988.098,1084202.281,3074145.934,2050248.911,3408939.104,13360437.54
Bowling Green State University,201441,2018,Football Bowl Subdivision,Mid-American Conference,419975.9119,578780.2248,1970087.9,2082470.319,4001595.142,1927739.259,1278045.055,13172297.1
Bowling Green State University,201441,2019,Football Bowl Subdivision,Mid-American Conference,487169.4152,560127.4471,2298944.85,2009365.17,3109447.248,2038944.611,2723183.42,13094748.39
Bowling Green State University,201441,2020,Football Bowl Subdivision,Mid-American Conference,384133,722611,1945444,2541675,2662471,1998702,1500000,13335180
Bowling Green State University,201441,2021,Football Bowl Subdivision,Mid-American Conference,46755,603656,2240950,303745,3041109,311914,1688908,12001668
California State University-Fresno,110556,2005,Football Bowl Subdivision,Western Athletic Conference,1423691.79,2619825.449,9591426.319,1126466.354,3375949.424,10139644.36,6624414.662,471138.5888
California State University-Fresno,110556,2006,Football Bowl Subdivision,Western Athletic Conference,1809757.972,2295811.57,8419883.539,998184.5252,3004020.602,10970484.44,6963200.445,326220.8251
California State University-Fresno,110556,2007,Football Bowl Subdivision,Western Athletic Conference,1459215.372,2765239.138,6137401.736,1706013.047,2265010.691,11442806.54,7133499.808,351851.2653
California State University-Fresno,110556,2008,Football Bowl Subdivision,Western Athletic Conference,1589847.837,2383144.739,6450208.612,1358813.771,2593293.84,10986354.77,7385515.824,346807.7447
California State University-Fresno,110556,2009,Football Bowl Subdivision,Western Athletic Conference,1516657.781,2943986.22,6071740.105,1674478.825,2556273.129,10889399.89,8333191.9,2004572.028
California State University-Fresno,110556,2010,Football Bowl Subdivision,Western Athletic Conference,1184680.756,2599194.986,6291302.792,1131227.302,2446213.611,9069246.86,7041094.429,1866468.67
California State University-Fresno,110556,2011,Football Bowl Subdivision,Western Athletic Conference,1461248.382,2770801.609,8251347.992,414244.3742,2791237.112,9384027.857,7798980.203,1864763.57
California State University-Fresno,110556,2012,Football Bowl Subdivision,Western Athletic Conference,773348.4816,2804061.077,5452714.105,1897698.618,1626955.35,7378160.134,10119874.92,4581168.081
California State University-Fresno,110556,2013,Football Bowl Subdivision,Mountain West Conference,1321383.31,2789611.799,5358564.764,1388766.601,4491330.968,7641974.201,9972068.219,4515031.551
California State University-Fresno,110556,2014,Football Bowl Subdivision,Mountain West Conference,1546280.185,3489376.33,5320049.486,574720.0871,5517718.43,8627594.744,9716322.525,4606583.202
California State University-Fresno,110556,2015,Football Bowl Subdivision,Mountain West Conference,1152009.269,3309522.802,6853090.209,1295548.532,6006039.087,8520493.137,10803461.03,4726476.731
California State University-Fresno,110556,2016,Football Bowl Subdivision,Mountain West Conference,1189454.133,3357101.153,9872435.662,1083390.014,5596286.835,5789462.035,16602957.68,4823359.582
California State University-Fresno,110556,2017,Football Bowl Subdivision,Mountain West Conference,1300222.125,3635654.777,10137592.14,1135193.826,5394949.69,5405827.127,17163197.49,4624045.448
California State University-Fresno,110556,2018,Football Bowl Subdivision,Mountain West Conference,1344976.481,3692889.543,9108399.328,2757032.806,5747393.35,6394801.502,18556967.87,4587900.372
California State University-Fresno,110556,2019,Football Bowl Subdivision,Mountain West Conference,1748382.965,3799243.781,9889318.54,1088402.759,5792922.807,6508619.952,17103213.64,4456886.503
California State University-Fresno,110556,2020,Football Bowl Subdivision,Mountain West Conference,1441647,3321203,6213064,1622544,4064143,6040949,20280736,4292164
California State University-Fresno,110556,2021,Football Bowl Subdivision,Mountain West Conference,319625,1166741,4128900,70920,5831409,43737,13567854,4453449
Central Michigan University,169248,2005,Football Bowl Subdivision,Mid-American Conference,2097027.114,168461.0553,1466800.995,932184.0391,1178794.029,642374.7271,15693578.05,0
Central Michigan University,169248,2006,Football Bowl Subdivision,Mid-American Conference,2090265.155,595507.259,1247459.767,795273.8317,1212200.423,789384.864,16070455.03,0
Central Michigan University,169248,2007,Football Bowl Subdivision,Mid-American Conference,2095776.823,983347.3956,1648910.238,1420174.461,1603606.953,1064442.447,16690304.68,0
Central Michigan University,169248,2008,Football Bowl Subdivision,Mid-American Conference,1808822.622,987592.9513,1768259.582,1495750.094,1630052.658,1059167.292,16618435.08,0
Central Michigan University,169248,2009,Football Bowl Subdivision,Mid-American Conference,1409926.54,1127185.802,1479882.775,1584869.604,1299828.318,1622216.43,18286770.17,0
Central Michigan University,169248,2010,Football Bowl Subdivision,Mid-American Conference,2259786.441,1276467.681,1271951.508,1855073.194,1765924.759,1357087.018,19533943.88,0
Central Michigan University,169248,2011,Football Bowl Subdivision,Mid-American Conference,1467129.011,1332541.874,1277838.559,1687905.166,1243636.33,919014.3127,19111268.85,0
Central Michigan University,169248,2012,Football Bowl Subdivision,Mid-American Conference,2767317.034,1138279.641,1407330.897,2076405.925,1386961.378,780482.8861,19457512.95,0
Central Michigan University,169248,2013,Football Bowl Subdivision,Mid-American Conference,1325206.2,1134704.875,1138738.952,1470913.4,3001070.591,2047972.272,20550530.51,83545.85941
Central Michigan University,169248,2014,Football Bowl Subdivision,Mid-American Conference,1830057.657,290475.7982,1370530.848,3093616.447,1051641.554,755622.9917,23620277.31,0
Central Michigan University,169248,2015,Football Bowl Subdivision,Mid-American Conference,2395121.177,597220.1681,2256664.951,605797.4503,2601359.227,774991.0315,21193293.94,0
Central Michigan University,169248,2016,Football Bowl Subdivision,Mid-American Conference,2293950.646,586033.4278,1913266.963,1285390.411,3303810.29,781231.6079,23428376.45,0
Central Michigan University,169248,2017,Football Bowl Subdivision,Mid-American Conference,1015171.422,723284.0469,2258115.43,1027665.375,4180996.341,947017.9805,26478359.57,0
Central Michigan University,169248,2018,Football Bowl Subdivision,Mid-American Conference,1124903.306,573875.2116,1935575.53,1194044.513,4425366.023,652013.2372,31310654.71,0
Central Michigan University,169248,2019,Football Bowl Subdivision,Mid-American Conference,933901.0751,587913.029,3071352.038,1316036.597,3109759.047,815243.1661,25539415.19,
Central Michigan University,169248,2020,Football Bowl Subdivision,Mid-American Conference,729757,668368,2325486,2699322,2821685,737914,55184732,
Central Michigan University,169248,2021,Football Bowl Subdivision,Mid-American Conference,335180,216861,1375751,99250,2552068,16455,19359272,0
Clemson University,217882,2005,Football Bowl Subdivision,Atlantic Coast Conference,5047962.107,1797978.127,12427962.69,1952781.109,12411847.6,17788790.89,815847.8951,1357248.829
Clemson University,217882,2006,Football Bowl Subdivision,Atlantic Coast Conference,5426552.178,3509790.109,11337128.21,1790187.136,14345006.74,18893435.13,2500502.947,1806160.656
Clemson University,217882,2007,Football Bowl Subdivision,Atlantic Coast Conference,5846867.307,3939354.877,13820929.4,1621401.73,13920786.61,26099586.16,2823766.178,1864276.215
Clemson University,217882,2008,Football Bowl Subdivision,Atlantic Coast Conference,5493794.05,3521430.635,16960333.52,1699924.851,13371585.12,25360927.89,2927390.775,1804584.082
Clemson University,217882,2009,Football Bowl Subdivision,Atlantic Coast Conference,3262481.374,4417903.491,16247914.29,3813414.017,15297621.04,25671381.87,3527434.174,1852913.126
Clemson University,217882,2010,Football Bowl Subdivision,Atlantic Coast Conference,2624173.402,3813568.544,17789752.54,677430.7854,14104500.3,23592601.19,3837881.107,1881904.369
Clemson University,217882,2011,Football Bowl Subdivision,Atlantic Coast Conference,2542772.179,4923522.721,16305762.21,1159212.307,15721254.57,23859456.54,4040399.692,1834504.39
Clemson University,217882,2012,Football Bowl Subdivision,Atlantic Coast Conference,3328756.004,4968088.627,18838118.36,296975.6466,21760355.34,23724913.78,4251207.79,1742088.79
Clemson University,217882,2013,Football Bowl Subdivision,Atlantic Coast Conference,3134507.327,5307274.05,15522855.12,2560583.935,21649382.98,24377799.66,4173578.957,0
Clemson University,217882,2014,Football Bowl Subdivision,Atlantic Coast Conference,3303279.408,5222759.225,21060652.03,277684.8052,25271431.62,21848016.36,4783771.252,0
Clemson University,217882,2015,Football Bowl Subdivision,Atlantic Coast Conference,4405210.283,8850163.247,21807027.7,329507.4094,27344932.8,23902580.6,4576094.205,0
Clemson University,217882,2016,Football Bowl Subdivision,Atlantic Coast Conference,4266326.158,10276005.12,38431300.21,0,29683264.12,25381213.38,4997589.292,0
Clemson University,217882,2017,Football Bowl Subdivision,Atlantic Coast Conference,3732881.234,12157631.93,35669752.02,2111.7135,34139196.86,27410328.43,5778585.738,0
Clemson University,217882,2018,Football Bowl Subdivision,Atlantic Coast Conference,3630334.391,14034571.43,41755279.01,72147.70473,30773339.84,28497929.03,5467505.605,0
Clemson University,217882,2019,Football Bowl Subdivision,Atlantic Coast Conference,4271127.937,17121199.81,44765486.97,34419.41869,34577536.44,29071488.35,5671550.826,
Clemson University,217882,2020,Football Bowl Subdivision,Atlantic Coast Conference,1965631,12634474,43496371,13000,36045855,29867046,5926637,
Clemson University,217882,2021,Football Bowl Subdivision,Atlantic Coast Conference,1057881,10456865,61975876,0,37442984,6138680,6060518,0
Coastal Carolina University,218724,2005,Football Championship Subdivision,,177169.3029,301250.2344,938069.4945,191190.4958,435104.918,458926.3683,5849205.697,6287048.591
Coastal Carolina University,218724,2006,Football Championship Subdivision,,134675.9548,409174.7735,1479138.716,229036.8094,549336.5708,416850.8446,6490788.916,7056548.351
Coastal Carolina University,218724,2007,Football Championship Subdivision,,216756.5066,414189.154,871208.8474,212511.274,906235.4486,543242.4762,6828912.798,9075272.426
Coastal Carolina University,218724,2008,Football Championship Subdivision,,50606.43191,518567.1695,819475.8337,204954.9073,1008394.973,508841.1275,14111669.47,3500924.326
Coastal Carolina University,218724,2009,Football Championship Subdivision,,23295.01964,498419.3234,633930.9524,667866.1623,983983.5598,431709.4323,14403038,3862952.426
Coastal Carolina University,218724,2010,Football Championship Subdivision,,31553.86985,206859.7407,863492.3895,779150.9191,1316875.863,381627.9435,14275532.12,3962833.719
